taxonID	scientificName	parser_run	matchedType	matchSize	inputName	matchedName	inputCanonicalForm	matchedCanonicalForm	matchedEditDistance	inputRank	matchedRank	synonymStatus	acceptedName	matchedScore	matchTaxonID	classification
5cdc7724-45a0-5bde-a942-4f40b93625a1	Saxicola rubetra	1	Canonical form exact match	1	Saxicola rubetra	Saxicola rubetra (Linnaeus, 1758)	Saxicola rubetra		0	species	a6bea4e070afe0013dbc45b0ce7e513b	false	Saxicola rubetra (Linnaeus, 1758)		a6bea4e070afe0013dbc45b0ce7e513b	Animalia(33521288), Chordata(33521289), Aves(33521290), Passeriformes(33521291), Muscicapidae(33521931), Saxicola(33575649), Saxicola rubetra(a6bea4e070afe0013dbc45b0ce7e513b)
25c29cbb-51ed-507d-93dd-526f3a758122	Saxicola torquata	1	Canonical form exact match	1	Saxicola torquata	Saxicola torquata (Linnaeus, 1766)	Saxicola torquata		0	species	5ed4d88fbe53b3692aed1a4778210474	true	Saxicola torquatus (Linnaeus, 1766)		0f543dacea5bfb58b1564ecca0a610d1	Animalia(33521288), Chordata(33521289), Aves(33521290), Passeriformes(33521291), Muscicapidae(33521931), Saxicola(33575649), Saxicola torquatus(5ed4d88fbe53b3692aed1a4778210474)
2b6dc929-f6d3-56b4-96eb-8a74b22061ea	Saxifraga	1	Exact string match	1	Saxifraga	Saxifraga	Saxifraga		0		33697889	false	Saxifraga	0.622	33697889	Plantae(33521293), Tracheophyta(33521294), Magnoliopsida(33521295), Saxifragales(33521959), Saxifragaceae(33531508), Saxifraga(33697889)
dc6abff1-8395-5283-9294-dfff444deb99	Saxifraga integrifolia	1	Canonical form exact match	2	Saxifraga integrifolia	Saxifraga integrifolia Hook.	Saxifraga integrifolia		0	species	85fcd4e5cf4b8762571018ddb9394bcd	true	Micranthes integrifolia (Hook.) Small		b8e006fee4d653b916e231ed6a53ffc1	Plantae(33521293), Tracheophyta(33521294), Magnoliopsida(33521295), Saxifragales(33521959), Saxifragaceae(33531508), Micranthes(33712175), Micranthes integrifolia(85fcd4e5cf4b8762571018ddb9394bcd)
dc6abff1-8395-5283-9294-dfff444deb99	Saxifraga integrifolia	1	Canonical form exact match	2	Saxifraga integrifolia	Saxifraga integrifolia Schleich. ex Engl.	Saxifraga integrifolia		0	species		true	Saxifraga moschata subsp. moschata		022b04242829173cbf7aa7baa9e63d53	Plantae, Tracheophyta, Magnoliopsida, Saxifragales, Saxifragaceae, Saxifraga, , Saxifraga moschata moschata
f11f3ac7-a779-543f-952c-7db008e90fc6	Saxifraga mertensiana	1	Canonical form exact match	1	Saxifraga mertensiana	Saxifraga mertensiana Bongard	Saxifraga mertensiana		0	species	5d147af70399e6478f15b3c7105544f5	false	Saxifraga mertensiana Bongard		5d147af70399e6478f15b3c7105544f5	Plantae(33521293), Tracheophyta(33521294), Magnoliopsida(33521295), Saxifragales(33521959), Saxifragaceae(33531508), Saxifraga(33697889), Saxifraga mertensiana(5d147af70399e6478f15b3c7105544f5)
a040702c-48a6-50ff-963c-b34a76a7b844	Saxifragaceae	1	Exact string match	1	Saxifragaceae	Saxifragaceae	Saxifragaceae		0		33531508	false	Saxifragaceae	0.622	33531508	Plantae(33521293), Tracheophyta(33521294), Magnoliopsida(33521295), Saxifragales(33521959), Saxifragaceae(33531508)
23e6c501-a957-5fce-a0e0-4b9a774fd485	Scaphandridae	1	Exact string match	1	Scaphandridae	Scaphandridae	Scaphandridae		0		33527597	false	Scaphandridae	0.622	33527597	Animalia(33521288), Mollusca(33521301), Gastropoda(33521302), Cephalaspidea(33522499), Philinoidea(33522601), Scaphandridae(33527597)
49d19afc-1ba2-55c6-a12e-ad6be93d37bf	Scaphella	1	Exact string match	1	Scaphella	Scaphella	Scaphella		0		33534548	false	Scaphella	0.622	33534548	Animalia(33521288), Mollusca(33521301), Gastropoda(33521302), Neogastropoda(33523027), Muricoidea(33523139), Volutidae(33532617), Scaphella(33534548)
a393cfe9-a765-5813-94d9-c06ddcb927f9	Scaphella dubia	1	Canonical form exact match	2	Scaphella dubia	Scaphella dubia (Broderip, 1827)	Scaphella dubia		0	species	e83592beeecb3b338b787e4140f49450	false	Scaphella dubia (Broderip, 1827)		e83592beeecb3b338b787e4140f49450	Animalia(33521288), Mollusca(33521301), Gastropoda(33521302), Neogastropoda(33523027), Muricoidea(33523139), Volutidae(33532617), Scaphella(33534548), Scaphella dubia(e83592beeecb3b338b787e4140f49450)
